  1.0000000e+000	  5.0000000e+000	  5.0450000e+002	  1.2045047e+002	  4.5465341e+001	
  2.0000000e+000	  4.0000000e+000	  5.0600000e+002	  1.1020615e+002	  6.8555512e+001	
  3.0000000e+000	  6.0000000e+000	  5.0750000e+002	  8.0533963e+001	  4.1798307e+001	
  4.0000000e+000	  5.0000000e+000	  5.1500000e+002	  9.8083051e+001	  3.1806226e+001	
  5.0000000e+000	  4.0000000e+000	  5.1650000e+002	  6.9339163e+001	  2.9103437e+001	
  6.0000000e+000	  6.0000000e+000	  5.1800000e+002	  8.5785900e+001	  4.0327161e+001	
  7.0000000e+000	  5.0000000e+000	  5.2550000e+002	  8.2798139e+001	  7.2004456e+001	
  8.0000000e+000	  4.0000000e+000	  5.2700000e+002	  6.3433385e+001	  4.8987361e+001	
  9.0000000e+000	  6.0000000e+000	  5.3150000e+002	  6.4646008e+001	  3.7948372e+001	
  1.0000000e+001	  5.0000000e+000	  5.3450000e+002	  1.1570578e+002	  7.1960921e+001	
  1.1000000e+001	  4.0000000e+000	  5.3600000e+002	  1.0829774e+002	  6.2512805e+001	
  1.2000000e+001	  6.0000000e+000	  5.4350000e+002	  6.9673155e+001	  3.4976765e+001	
  1.3000000e+001	  5.0000000e+000	  5.4500000e+002	  1.1895453e+002	  4.4474544e+001	
  1.4000000e+001	  4.0000000e+000	  5.4650000e+002	  6.5239942e+001	  3.3127482e+001	
  1.5000000e+001	  1.0000000e+000	  5.4950000e+002	  0.0000000e+000	  0.0000000e+000	
  1.6000000e+001	  5.0000000e+000	  5.5400000e+002	  1.0187006e+002	  8.1129743e+001	
  1.7000000e+001	  4.0000000e+000	  5.5550000e+002	  1.0264941e+002	  7.2150412e+001	
  1.8000000e+001	  6.0000000e+000	  5.5700000e+002	  8.8841452e+001	  3.5118056e+001	
  1.9000000e+001	  5.0000000e+000	  5.6450000e+002	  1.0941831e+002	  4.3840477e+001	
  2.0000000e+001	  4.0000000e+000	  5.6600000e+002	  4.4326848e+001	  3.1654769e+001	
  2.1000000e+001	  6.0000000e+000	  5.6750000e+002	  7.6500769e+001	  3.5936103e+001	
  2.2000000e+001	  5.0000000e+000	  5.7350000e+002	  1.0353658e+002	  6.5730236e+001	
  2.3000000e+001	  4.0000000e+000	  5.7500000e+002	  9.2274795e+001	  5.5868524e+001	
  2.4000000e+001	  6.0000000e+000	  5.8100000e+002	  6.5672807e+001	  2.7755696e+001	
  2.5000000e+001	  5.0000000e+000	  5.8400000e+002	  1.0719004e+002	  4.7094688e+001	
  2.6000000e+001	  4.0000000e+000	  5.8550000e+002	  8.1372603e+001	  3.7309808e+001	
  2.7000000e+001	  6.0000000e+000	  5.9300000e+002	  9.2862830e+001	  4.1842563e+001	
  2.8000000e+001	  5.0000000e+000	  5.9450000e+002	  9.8550195e+001	  2.5694796e+001	
  2.9000000e+001	  4.0000000e+000	  5.9600000e+002	  7.4523267e+001	  4.3091611e+001	
  3.0000000e+001	  6.0000000e+000	  6.0200000e+002	  6.5120169e+001	  2.6728617e+001	
  3.1000000e+001	  5.0000000e+000	  6.0350000e+002	  1.1102279e+002	  4.1346277e+001	
  3.2000000e+001	  4.0000000e+000	  6.0500000e+002	  9.2782146e+001	  5.6661224e+001	
  3.3000000e+001	  4.0000000e+000	  6.1250000e+002	  8.2013648e+001	  3.0832785e+001	
  3.4000000e+001	  5.0000000e+000	  6.1400000e+002	  7.9164034e+001	  2.5621748e+001	
  3.5000000e+001	  1.0000000e+000	  6.1550000e+002	  0.0000000e+000	  0.0000000e+000	
  3.6000000e+001	  6.0000000e+000	  6.1700000e+002	  5.9084191e+001	  3.6519610e+001	
  3.7000000e+001	  4.0000000e+000	  6.2150000e+002	  4.7782677e+001	  3.7884266e+001	
  3.8000000e+001	  6.0000000e+000	  6.2300000e+002	  8.5007726e+001	  2.9910357e+001	
  3.9000000e+001	  5.0000000e+000	  6.2450000e+002	  8.9512780e+001	  4.8532592e+001	
  4.0000000e+001	  2.0000000e+000	  6.2600000e+002	  1.3700000e+002	  1.2563725e+002	
  4.1000000e+001	  4.0000000e+000	  6.3050000e+002	  9.3341920e+001	  5.1374831e+001	
  4.2000000e+001	  5.0000000e+000	  6.3350000e+002	  6.3195992e+001	  3.1150180e+001	
  4.3000000e+001	  6.0000000e+000	  6.3500000e+002	  7.6478556e+001	  3.9279197e+001	
  4.4000000e+001	  4.0000000e+000	  6.3950000e+002	  3.7920781e+001	  2.8331800e+001	
  4.5000000e+001	  5.0000000e+000	  6.4400000e+002	  1.1518382e+002	  5.9977941e+001	
  4.6000000e+001	  6.0000000e+000	  6.4550000e+002	  7.1623878e+001	  4.5897051e+001	
  4.7000000e+001	  4.0000000e+000	  6.4850000e+002	  8.8769200e+001	  5.9549235e+001	
  4.8000000e+001	  1.0000000e+000	  6.5000000e+002	  0.0000000e+000	  0.0000000e+000	
